i,t,s,R
0,9,56,4
0,9,57,3
0,9,58,2
0,9,59,4
0,9,60,6
0,9,61,5
0,9,62,4
0,9,63,6
0,9,64,1
0,9,65,1
0,9,66,3
0,9,67,3
0,9,68,6
0,9,69,3
0,9,70,4
0,9,71,6
0,9,72,3
0,9,73,5
0,9,74,2
0,9,75,2
0,9,76,2
0,9,77,4
0,9,78,2
0,9,79,4
0,9,80,1
0,9,81,1
0,9,82,5
0,9,83,2
0,9,84,3
0,9,85,4
0,9,86,4
0,9,87,1
0,9,88,5
0,9,89,6
0,9,90,5
0,9,91,2
0,9,92,4
0,9,93,3
0,9,94,4
0,9,95,6
0,9,96,2
0,9,97,4
0,9,98,2
0,9,99,5
0,10,0,26
0,10,1,59
0,10,2,51
0,10,3,52
0,10,4,35
0,10,5,20
0,10,6,10
0,10,7,26
0,10,8,9
0,10,9,48
0,10,10,46
0,10,11,32
0,10,12,52
0,10,13,39
0,10,14,10
0,10,15,15
0,10,16,19
0,10,17,27
0,10,18,10
0,10,19,43
0,10,20,37
0,10,21,43
0,10,22,33
0,10,23,57
0,10,24,34
0,10,25,8
0,10,26,58
0,10,27,46
0,10,28,55
0,10,29,63
0,10,30,10
0,10,31,21
0,10,32,11
0,10,33,32
0,10,34,58
0,10,35,12
0,10,36,35
0,10,37,15
0,10,38,52
0,10,39,56
0,10,40,10
0,10,41,36
0,10,42,21
0,10,43,63
0,10,44,62
0,10,45,43
0,10,46,64
0,10,47,27
0,10,48,60
0,10,49,33
0,10,50,21
0,10,51,62
0,10,52,47
0,10,53,11
0,10,54,58
0,10,55,48
0,10,56,43
0,10,57,50
0,10,58,22
0,10,59,42
0,10,60,55
0,10,61,10
0,10,62,15
0,10,63,56
0,10,64,43
0,10,65,38
0,10,66,22
0,10,67,25
0,10,68,58
0,10,69,32
0,10,70,11
0,10,71,60
0,10,72,19
0,10,73,56
0,10,74,59
0,10,75,36
0,10,76,42
0,10,77,38
0,10,78,44
0,10,79,57
0,10,80,24
0,10,81,59
0,10,82,40
0,10,83,14
0,10,84,21
0,10,85,42
0,10,86,21
0,10,87,15
0,10,88,17
0,10,89,57
0,10,90,42
0,10,91,64
0,10,92,27
0,10,93,42
0,10,94,42
0,10,95,43
0,10,96,11
0,10,97,51
0,10,98,63
0,10,99,39
0,11,0,32
0,11,1,89
0,11,2,13
0,11,3,46
0,11,4,106
0,11,5,72
0,11,6,99
0,11,7,74
0,11,8,96
0,11,9,102
0,11,10,45
0,11,11,25
0,11,12,86
0,11,13,57
0,11,14,25
0,11,15,72
0,11,16,16
0,11,17,33
0,11,18,92
0,11,19,14
0,11,20,43
0,11,21,15
0,11,22,114
0,11,23,72
0,11,24,42
0,11,25,107
0,11,26,64
0,11,27,59
0,11,28,72
0,11,29,39
0,11,30,44
0,11,31,50
0,11,32,37
0,11,33,72
0,11,34,83
0,11,35,20
0,11,36,111
0,11,37,89
0,11,38,94
0,11,39,89
0,11,40,21
0,11,41,61
0,11,42,58
0,11,43,81
0,11,44,58
0,11,45,84
0,11,46,82
0,11,47,83
0,11,48,75
0,11,49,28
0,11,50,90
0,11,51,92
0,11,52,104
0,11,53,36
0,11,54,31
0,11,55,52
0,11,56,45
0,11,57,95
0,11,58,75
0,11,59,90
0,11,60,56
0,11,61,23
0,11,62,24
0,11,63,50
0,11,64,32
0,11,65,96
0,11,66,73
0,11,67,82
0,11,68,62
0,11,69,22
0,11,70,36
0,11,71,59
0,11,72,33
0,11,73,15
0,11,74,86
0,11,75,86
0,11,76,46
0,11,77,98
0,11,78,56
0,11,79,100
0,11,80,79
0,11,81,71
0,11,82,33
0,11,83,66
0,11,84,103
0,11,85,44
0,11,86,101
0,11,87,105
0,11,88,46
0,11,89,82
0,11,90,104
0,11,91,20
0,11,92,102
0,11,93,32
0,11,94,99
0,11,95,80
0,11,96,47
0,11,97,28
0,11,98,77
0,11,99,98
0,12,0,214
0,12,1,171
0,12,2,245
0,12,3,162
0,12,4,73
0,12,5,126
0,12,6,105
0,12,7,253
0,12,8,114
0,12,9,253
0,12,10,146
0,12,11,67
0,12,12,45
0,12,13,112
0,12,14,56
0,12,15,172
0,12,16,122
0,12,17,253
0,12,18,239
0,12,19,62
0,12,20,118
0,12,21,133
0,12,22,155
0,12,23,205
0,12,24,139
0,12,25,123
0,12,26,88
0,12,27,235
0,12,28,33
0,12,29,214
0,12,30,71
0,12,31,184
0,12,32,109
0,12,33,249
0,12,34,56
0,12,35,71
0,12,36,230
0,12,37,160
0,12,38,98
0,12,39,28
0,12,40,80
0,12,41,61
0,12,42,74
0,12,43,231
0,12,44,226
0,12,45,187
0,12,46,135
0,12,47,216
0,12,48,141
0,12,49,111
0,12,50,91
0,12,51,238
0,12,52,116
0,12,53,140
0,12,54,86
0,12,55,229
0,12,56,115
0,12,57,96
0,12,58,191
0,12,59,72
0,12,60,55
0,12,61,218
0,12,62,197
0,12,63,162
0,12,64,83
0,12,65,169
0,12,66,173
0,12,67,102
0,12,68,44
0,12,69,228
0,12,70,132
0,12,71,201
0,12,72,86
0,12,73,162
0,12,74,125
0,12,75,115
0,12,76,57
0,12,77,84
0,12,78,46
0,12,79,97
0,12,80,196
0,12,81,168
0,12,82,181
0,12,83,30
0,12,84,182
0,12,85,142
0,12,86,81
0,12,87,68
0,12,88,70
0,12,89,219
0,12,90,251
0,12,91,235
0,12,92,107
0,12,93,205
0,12,94,152
0,12,95,213
0,12,96,138
0,12,97,162
0,12,98,207
0,12,99,51
0,13,0,215
0,13,1,159
0,13,2,237
0,13,3,352
0,13,4,168
0,13,5,168
0,13,6,297
0,13,7,250
0,13,8,169
0,13,9,264
0,13,10,172
0,13,11,85
0,13,12,187
0,13,13,149
0,13,14,111
0,13,15,341
0,13,16,265
0,13,17,235
0,13,18,283
0,13,19,217
0,13,20,268
0,13,21,343
0,13,22,321
0,13,23,95
0,13,24,126
0,13,25,64
0,13,26,358
0,13,27,117
0,13,28,255
0,13,29,70
0,13,30,109
0,13,31,204
0,13,32,75
0,13,33,167
0,13,34,215
0,13,35,151
0,13,36,221
0,13,37,215
0,13,38,167
0,13,39,267
0,13,40,261
0,13,41,264
0,13,42,223
0,13,43,157
0,13,44,240
0,13,45,345
0,13,46,234
0,13,47,359
0,13,48,184
0,13,49,281
0,13,50,53
0,13,51,289
0,13,52,209
0,13,53,42
0,13,54,131
0,13,55,214
0,13,56,290
0,13,57,58
0,13,58,219
0,13,59,301
0,13,60,252
0,13,61,343
0,13,62,65
0,13,63,131
0,13,64,339
0,13,65,289
0,13,66,235
0,13,67,311
0,13,68,332
0,13,69,357
0,13,70,365
0,13,71,86
0,13,72,64
0,13,73,64
0,13,74,45
0,13,75,356
0,13,76,71
0,13,77,314
0,13,78,263
0,13,79,199
0,13,80,153
0,13,81,155
0,13,82,123
0,13,83,336
0,13,84,276
0,13,85,49
0,13,86,191
0,13,87,132
0,13,88,50
0,13,89,328
0,13,90,291
0,13,91,148
0,13,92,299
0,13,93,146
0,13,94,141
0,13,95,342
0,13,96,358
0,13,97,211
0,13,98,350
0,13,99,329
0,14,0,205
0,14,1,158
0,14,2,266
0,14,3,185
0,14,4,232
0,14,5,355
0,14,6,286
0,14,7,146
0,14,8,68
0,14,9,99
0,14,10,208
0,14,11,173
0,14,12,295
0,14,13,337
0,14,14,96
0,14,15,314
0,14,16,345
0,14,17,345
0,14,18,52
0,14,19,58
0,14,20,42
0,14,21,139
0,14,22,58
0,14,23,133
0,14,24,153
0,14,25,343
0,14,26,192
0,14,27,128
0,14,28,200
0,14,29,245
0,14,30,75
0,14,31,281
0,14,32,311
0,14,33,309
0,14,34,323
0,14,35,161
0,14,36,181
0,14,37,72
0,14,38,112
0,14,39,349
0,14,40,130
0,14,41,329
0,14,42,323
0,14,43,334
0,14,44,90
0,14,45,320
0,14,46,241
0,14,47,107
0,14,48,150
0,14,49,91
0,14,50,181
0,14,51,66
0,14,52,92
0,14,53,103
0,14,54,260
0,14,55,222
0,14,56,318
0,14,57,118
0,14,58,240
0,14,59,51
0,14,60,204
0,14,61,315
0,14,62,353
0,14,63,43
0,14,64,120
0,14,65,111
0,14,66,55
0,14,67,43
0,14,68,196
0,14,69,54
0,14,70,128
0,14,71,244
0,14,72,134
0,14,73,126
0,14,74,228
0,14,75,161
0,14,76,263
0,14,77,198
0,14,78,241
0,14,79,152
0,14,80,131
0,14,81,82
0,14,82,338
0,14,83,296
0,14,84,338
0,14,85,99
0,14,86,337
0,14,87,338
0,14,88,130
0,14,89,127
0,14,90,215
0,14,91,99
0,14,92,181
0,14,93,99
0,14,94,341
0,14,95,197
0,14,96,347
0,14,97,245
0,14,98,194
0,14,99,348
0,15,0,72
0,15,1,204
0,15,2,212
0,15,3,151
0,15,4,50
0,15,5,167
0,15,6,159
0,15,7,251
0,15,8,103
0,15,9,139
0,15,10,99
0,15,11,219
0,15,12,301
0,15,13,82
0,15,14,255
0,15,15,96
0,15,16,49
0,15,17,71
0,15,18,286
0,15,19,273
0,15,20,112
0,15,21,289
0,15,22,263
0,15,23,151
0,15,24,160
0,15,25,204
0,15,26,76
0,15,27,38
0,15,28,105
0,15,29,38
0,15,30,216
0,15,31,183
0,15,32,121
0,15,33,244
0,15,34,73
0,15,35,100
0,15,36,113
0,15,37,87
0,15,38,57
0,15,39,268
0,15,40,58
0,15,41,218
0,15,42,66
0,15,43,37
0,15,44,184
0,15,45,278
0,15,46,266
0,15,47,125
0,15,48,41
0,15,49,250
0,15,50,251
0,15,51,268
0,15,52,214
0,15,53,252
0,15,54,276
0,15,55,156
0,15,56,184
0,15,57,170
0,15,58,220
0,15,59,218
0,15,60,174
0,15,61,257
0,15,62,170
0,15,63,256
0,15,64,110
0,15,65,82
0,15,66,295
0,15,67,234
0,15,68,104
0,15,69,191
0,15,70,291
0,15,71,56
0,15,72,56
0,15,73,201
0,15,74,94
0,15,75,240
0,15,76,187
0,15,77,213
0,15,78,63
0,15,79,56
0,15,80,202
0,15,81,144
0,15,82,57
0,15,83,134
0,15,84,215
0,15,85,85
0,15,86,275
0,15,87,290
0,15,88,293
0,15,89,231
0,15,90,143
0,15,91,234
0,15,92,111
0,15,93,119
0,15,94,197
0,15,95,194
0,15,96,271
0,15,97,102
0,15,98,240
0,15,99,288
0,16,0,4
0,16,1,19
0,16,2,25
0,16,3,31
0,16,4,10
0,16,5,31
0,16,6,16
0,16,7,33
0,16,8,5
0,16,9,7
0,16,10,35
0,16,11,24
0,16,12,17
0,16,13,9
0,16,14,25
0,16,15,5
0,16,16,14
0,16,17,14
0,16,18,23
0,16,19,25
0,16,20,31
0,16,21,34
0,16,22,25
0,16,23,23
0,16,24,17
0,16,25,35
0,16,26,9
0,16,27,33
0,16,28,14
0,16,29,22
0,16,30,26
0,16,31,12
0,16,32,9
0,16,33,20
0,16,34,29
0,16,35,26
0,16,36,8
0,16,37,33
0,16,38,19
0,16,39,34
0,16,40,22
0,16,41,7
0,16,42,10
0,16,43,31
0,16,44,27
0,16,45,33
0,16,46,15
0,16,47,21
0,16,48,25
0,16,49,23
0,16,50,11
0,16,51,18
0,16,52,12
0,16,53,31
0,16,54,36
0,16,55,6
0,16,56,27
0,16,57,15
0,16,58,24
0,16,59,12
0,16,60,25
0,16,61,16
0,16,62,13
0,16,63,33
0,16,64,34
0,16,65,24
0,16,66,11
0,16,67,34
0,16,68,28
0,16,69,28
0,16,70,11
0,16,71,31
0,16,72,12
0,16,73,24
0,16,74,27
0,16,75,28
0,16,76,16
0,16,77,28
0,16,78,33
0,16,79,23
0,16,80,7
0,16,81,8
0,16,82,7
0,16,83,10
0,16,84,8
0,16,85,29
0,16,86,5
0,16,87,12
0,16,88,32
0,16,89,35
0,16,90,23
0,16,91,35
0,16,92,5
0,16,93,34
0,16,94,14
0,16,95,30
0,16,96,30
0,16,97,32
0,16,98,19
0,16,99,34
0,17,0,0
0,17,1,0
0,17,2,0
0,17,3,0
0,17,4,0
0,17,5,0
0,17,6,0
0,17,7,0
0,17,8,0
0,17,9,0
0,17,10,0
0,17,11,0
0,17,12,0
0,17,13,0
0,17,14,0
0,17,15,0
0,17,16,0
0,17,17,0
0,17,18,0
0,17,19,0
0,17,20,0
0,17,21,0
0,17,22,0
0,17,23,0
0,17,24,0
0,17,25,0
0,17,26,0
0,17,27,0
0,17,28,0
0,17,29,0
0,17,30,0
0,17,31,0
0,17,32,0
0,17,33,0
0,17,34,0
0,17,35,0
0,17,36,0
0,17,37,0
0,17,38,0
0,17,39,0
0,17,40,0
0,17,41,0
0,17,42,0
0,17,43,0
0,17,44,0
0,17,45,0
0,17,46,0
0,17,47,0
